StartNode,Relationship,EndNode,Id
briannasanders,GOES_TO,331,63001
stephanie89,PRESENTS,2315,63002
hughesbeth,GETS,37e#hughesbeth,63003
1159,GIVES,1159e#donald47,63004
balljose,GOES_TO,2288,63005
2258,GIVES,2258e#johnsonrandall,63006
victor64,HOSTS,2836,63007
zmurray,FOLLOWS,fgonzales,63008
2855,GIVES,2855e#erin23,63009
moodybilly,GETS,954e#moodybilly,63010
gonzalezbenjamin,GOES_TO,1977,63011
nancy48,GETS,2582e#nancy48,63012
hcoleman,GETS,1451e#hcoleman,63013
robinpatton,PRESENTS,1660,63014
adamromero,GETS,1032e#adamromero,63015
zblankenship,FOLLOWS,jacksonamanda,63016
kurt73,GOES_TO,701,63017
241,GIVES,241e#shannonsmith,63018
kmartin,GOES_TO,2658,63019
hholland,GOES_TO,770,63020
2406,IN_TYPE,Roundtable,63021
1637,GIVES,1637e#hollanddavid,63022
jeffreycook,GOES_TO,2224,63023
fernandosanders,PRESENTS,1466,63024
sjensen,GETS,271e#sjensen,63025
1964,GIVES,1964e#gina23,63026
jamesfox,GOES_TO,1197,63027
ryanadams,GOES_TO,2935,63028
derrickgeorge,GETS,2377e#derrickgeorge,63029
leahsilva,GETS,206e#leahsilva,63030
smurphy,PRESENTS,221,63031
620,GIVES,620e#hcoleman,63032
458,GIVES,458e#nathan32,63033
2002,GIVES,2002e#psparks,63034
sherrisims,FOLLOWS,jason63,63035
guerrerojames,PRESENTS,260,63036
581,GIVES,581e#yabbott,63037
2897,GIVES,2897e#candice91,63038
1001,GIVES,1001e#laura85,63039
wuronald,GOES_TO,658,63040
kellyjackson,GETS,1935e#kellyjackson,63041
nmoore,GETS,1215e#nmoore,63042
browngeorge,GOES_TO,385,63043
vswanson,FOLLOWS,william70,63044
samanthakerr,FOLLOWS,alexanderanita,63045
2815,GIVES,2815e#baldwinchristopher,63046
kelly92,GETS,1025e#kelly92,63047
cruzjeffrey,GOES_TO,559,63048
austinmichael,GOES_TO,1988,63049
stewartabigail,GOES_TO,1487,63050
danielle12,GETS,140e#danielle12,63051
garrisonsara,GETS,203e#garrisonsara,63052
wolfmary,GOES_TO,2908,63053
183,GIVES,183e#daniel72,63054
wilsontaylor,GETS,2467e#wilsontaylor,63055
2370,GIVES,2370e#ray51,63056
swilliams,FOLLOWS,danielsstephanie,63057
mosslisa,GETS,2984e#mosslisa,63058
2186,GIVES,2186e#patriciahernandez,63059
carterfred,FOLLOWS,melissa43,63060
tyler38,GOES_TO,2049,63061
whitekaren,GETS,2303e#whitekaren,63062
ryan58,GETS,307e#ryan58,63063
hammondautumn,GETS,478e#hammondautumn,63064
sallyolson,HOSTS,504,63065
leblancdavid,GOES_TO,501,63066
1567,GIVES,1567e#davidchaney,63067
eturner,PRESENTS,695,63068
adamstammy,GOES_TO,1309,63069
perrycourtney,GOES_TO,14,63070
danielmorrow,GOES_TO,1759,63071
fsmith,GOES_TO,589,63072
1991,GIVES,1991e#frederickdennis,63073
907,GIVES,907e#hillrenee,63074
amanda02,GETS,1009e#amanda02,63075
1021,GIVES,1021e#hansonaaron,63076
phenderson,GETS,2526e#phenderson,63077
hollydelacruz,GOES_TO,581,63078
2376,GIVES,2376e#margaretsosa,63079
montoyabryce,GOES_TO,2037,63080
2982,GIVES,2982e#patricia24,63081
cindychavez,GOES_TO,2858,63082
vwagner,GETS,349e#vwagner,63083
tayloraguirre,GOES_TO,1003,63084
2410,GIVES,2410e#qgallegos,63085
2850q3,ASKED_IN,2850,63086
554,GIVES,554e#crystal38,63087
690,GIVES,690e#agraham,63088
2490,GIVES,2490e#hamptonolivia,63089
2366,GIVES,2366e#victoria39,63090
wilsonrichard,GETS,578e#wilsonrichard,63091
78,GIVES,78e#bankscarolyn,63092
carterrobert,GOES_TO,130,63093
latoyaedwards,PRESENTS,2315,63094
807,GIVES,807e#david29,63095
landerson,GOES_TO,2864,63096
darrenallen,GOES_TO,1136,63097
robertsummers,GETS,727e#robertsummers,63098
2247,GIVES,2247e#matthewfreeman,63099
551,GIVES,551e#qroberts,63100
168,GIVES,168e#emorgan,63101
millerdawn,FOLLOWS,samanthajohnson,63102
oshaw,GOES_TO,1128,63103
donald16,GOES_TO,805,63104
william54,PRESENTS,1307,63105
2517,GIVES,2517e#michelewilliams,63106
icollins,GOES_TO,2772,63107
jfrancis,PRESENTS,623,63108
gilberthayley,FOLLOWS,lopezandrew,63109
kelly49,GOES_TO,2665,63110
996,GIVES,996e#lnorris,63111
colleenwise,GETS,297e#colleenwise,63112
timothy10,GETS,1408e#timothy10,63113
ruth05,GOES_TO,2726,63114
2211,GIVES,2211e#schwartzlinda,63115
1977,GIVES,1977e#peckjohn,63116
449,GIVES,449e#kaylamcdonald,63117
durhamshannon,GOES_TO,1131,63118
abigail14,GOES_TO,2858,63119
nancy77,GOES_TO,2712,63120
antonio53,GOES_TO,1769,63121
brian91,GOES_TO,517,63122
99,GIVES,99e#richardsonjennifer,63123
2516,GIVES,2516e#mayobrittany,63124
ddominguez,GOES_TO,2747,63125
2185,GIVES,2185e#jpoole,63126
claireperez,GOES_TO,2039,63127
wellsbenjamin,FOLLOWS,georgejason,63128
mooremegan,GETS,1186e#mooremegan,63129
lisa22,GOES_TO,2361,63130
fishermeagan,GETS,1401e#fishermeagan,63131
dberry,GETS,730e#dberry,63132
antonio53,FOLLOWS,keithwilson,63133
613,GIVES,613e#eric06,63134
joelkennedy,FOLLOWS,brendan44,63135
krista19,GOES_TO,221,63136
brittany02,GETS,1472e#brittany02,63137
christian05,GOES_TO,334,63138
146,GIVES,146e#barrettrichard,63139
john82,GOES_TO,536,63140
2669,GIVES,2669e#clarkcharles,63141
bdixon,GETS,1066e#bdixon,63142
mitchellrobert,PRESENTS,38,63143
esmith,FOLLOWS,vhines,63144
hawkinsamy,GOES_TO,1137,63145
2690,GIVES,2690e#bmurphy,63146
675,GIVES,675e#sarah32,63147
aaronstevens,GETS,17e#aaronstevens,63148
rebeccamartin,PRESENTS,1170,63149
1627,GIVES,1627e#andreabrooks,63150
thomaswolfe,GOES_TO,1048,63151
gmurphy,GOES_TO,2370,63152
tbrock,GOES_TO,75,63153
xlynch,GETS,167e#xlynch,63154
annette79,GETS,2476e#annette79,63155
199,GIVES,199e#jessica76,63156
2359,GIVES,2359e#jeremy06,63157
2030q3,ASKED_IN,2030,63158
890,GIVES,890e#cynthiabryant,63159
2154,GIVES,2154e#oshaw,63160
holly75,GETS,2681e#holly75,63161
2158,GIVES,2158e#paul54,63162
1457q5,ASKED_IN,1457,63163
1330,GIVES,1330e#yarnold,63164
2055,GIVES,2055e#angela84,63165
morganstacy,FOLLOWS,palmerkathleen,63166
444,GIVES,444e#christiangibbs,63167
crystal03,FOLLOWS,ynixon,63168
troyklein,GOES_TO,131,63169
551,GIVES,551e#tonya86,63170
annette34,GETS,1577e#annette34,63171
qochoa,GETS,547e#qochoa,63172
janice02,GETS,566e#janice02,63173
2048,GIVES,2048e#royreyes,63174
millsjames,GETS,2777e#millsjames,63175
cthompson,GETS,110e#cthompson,63176
rachaelbeck,GOES_TO,2985,63177
rebeccaclarke,PRESENTS,561,63178
annette18,GETS,1183e#annette18,63179
danielleanderson,GETS,1203e#danielleanderson,63180
654q3,ASKED_IN,654,63181
1509,GIVES,1509e#zporter,63182
darren27,GETS,870e#darren27,63183
1067,GIVES,1067e#briannasanders,63184
1574q2,ASKED_IN,1574,63185
michaelbarry,FOLLOWS,jonesmaria,63186
vwatson,FOLLOWS,francisruth,63187
qfitzgerald,GETS,1377e#qfitzgerald,63188
amymitchell,GETS,2280e#amymitchell,63189
ngoodwin,GOES_TO,1289,63190
591,GIVES,591e#lovejames,63191
2464,GIVES,2464e#hbrown,63192
zgarcia,PRESENTS,1945,63193
rebecca98,GOES_TO,554,63194
emilyhuff,GOES_TO,1515,63195
patricia76,GOES_TO,2493,63196
cody99,GETS,1697e#cody99,63197
phillipspatricia,FOLLOWS,shawn88,63198
2240,GIVES,2240e#rlewis,63199
1051,GIVES,1051e#alexanderkendra,63200
sreynolds,GOES_TO,1753,63201
760,GIVES,760e#allenjohn,63202
ryan63,GOES_TO,1309,63203
smcpherson,GOES_TO,1572,63204
samantha87,FOLLOWS,jodi11,63205
johnsonsarah,GOES_TO,1769,63206
cwebster,GETS,507e#cwebster,63207
theodore67,GETS,914e#theodore67,63208
curtisburke,GOES_TO,2313,63209
1928,GIVES,1928e#tpitts,63210
unichols,GETS,2182e#unichols,63211
brandipowers,FOLLOWS,combsrichard,63212
claytonbowen,GOES_TO,1996,63213
powellerin,GETS,236e#powellerin,63214
whitelarry,FOLLOWS,palmerkathleen,63215
santosemily,GOES_TO,133,63216
casejack,GOES_TO,1301,63217
parsonsshane,GETS,1427e#parsonsshane,63218
1008q3,ASKED_IN,1008,63219
fyoung,GOES_TO,2741,63220
schmidtjoseph,GETS,117e#schmidtjoseph,63221
larry83,GETS,1e#larry83,63222
427,GIVES,427e#josephparks,63223
fwright,GETS,986e#fwright,63224
arnolddouglas,FOLLOWS,gatesaustin,63225
834,GIVES,834e#jacksonadrienne,63226
colleenwise,FOLLOWS,vmiller,63227
1047,GIVES,1047e#ysmith,63228
petersendennis,GOES_TO,435,63229
1134,GIVES,1134e#belljennifer,63230
106,GIVES,106e#skennedy,63231
mark42,GETS,378e#mark42,63232
cruztony,GETS,2258e#cruztony,63233
davisronald,GETS,1739e#davisronald,63234
1145,GIVES,1145e#brianna48,63235
allenashley,GETS,1620e#allenashley,63236
elizabeth35,GETS,397e#elizabeth35,63237
2460,GIVES,2460e#ericgolden,63238
robbinszachary,FOLLOWS,mejiamakayla,63239
donald89,GOES_TO,623,63240
srobles,GETS,2129e#srobles,63241
317,GIVES,317e#john92,63242
vstokes,GETS,2666e#vstokes,63243
1616,GIVES,1616e#ihoward,63244
1004,GIVES,1004e#keithsnyder,63245
reneecox,GOES_TO,520,63246
rsummers,GOES_TO,2129,63247
wolson,GETS,2826e#wolson,63248
1212,IN_TYPE,Debate,63249
larajames,GETS,1925e#larajames,63250
pharris,GOES_TO,1846,63251
melaniecruz,GOES_TO,199,63252
ulittle,FOLLOWS,fgonzales,63253
qgibson,GETS,95e#qgibson,63254
randy24,GETS,1485e#randy24,63255
1252,GIVES,1252e#kellyangela,63256
2860,GIVES,2860e#rebeccathompson,63257
kwilliams,GETS,1452e#kwilliams,63258
spope,GETS,549e#spope,63259
tylerglenn,GETS,1467e#tylerglenn,63260
wilsonmichael,GETS,387e#wilsonmichael,63261
kharris,GETS,2532e#kharris,63262
2185,GIVES,2185e#cfloyd,63263
qroberts,GOES_TO,917,63264
1549,GIVES,1549e#melissaparks,63265
ramirezwhitney,GETS,584e#ramirezwhitney,63266
1207,GIVES,1207e#kellyhernandez,63267
932,GIVES,932e#larsenwalter,63268
jasonnorton,GETS,2626e#jasonnorton,63269
kimberlywilliams,GETS,1887e#kimberlywilliams,63270
nelsonmichael,GETS,1987e#nelsonmichael,63271
savagemarie,FOLLOWS,danielsstephanie,63272
gmendez,GOES_TO,283,63273
842q3,ASKED_IN,842,63274
516,GIVES,516e#stacy26,63275
1378,GIVES,1378e#gkline,63276
thomas55,FOLLOWS,john65,63277
xhernandez,GETS,1763e#xhernandez,63278
2071,GIVES,2071e#mespinoza,63279
william32,FOLLOWS,melvinsullivan,63280
griffithdanielle,FOLLOWS,vperkins,63281
qcharles,GETS,2478e#qcharles,63282
2419,GIVES,2419e#brewerrobert,63283
thomas59,GOES_TO,2754,63284
karen16,PRESENTS,9,63285
rharris,GOES_TO,1167,63286
dennis69,FOLLOWS,neallaura,63287
joseph09,GETS,1223e#joseph09,63288
katherinegarrison,HOSTS,142,63289
1697,GIVES,1697e#codyshelton,63290
1361,GIVES,1361e#ylynn,63291
chris08,GOES_TO,1070,63292
1517,GIVES,1517e#cdavis,63293
murraydenise,GOES_TO,1202,63294
carolyn65,FOLLOWS,vmcgee,63295
nsmith,GETS,863e#nsmith,63296
alexanderboyer,GOES_TO,2518,63297
310,GIVES,310e#sarahyu,63298
ierickson,GETS,2972e#ierickson,63299
2204,GIVES,2204e#shannonlynch,63300
tony80,GETS,2205e#tony80,63301
johnellis,GETS,2080e#johnellis,63302
2683,GIVES,2683e#kayla02,63303
zachary66,GETS,2387e#zachary66,63304
2007,GIVES,2007e#qlarsen,63305
barbara67,FOLLOWS,gdaniels,63306
williamsisaac,GETS,848e#williamsisaac,63307
josephrosales,GOES_TO,643,63308
mtorres,FOLLOWS,patrick93,63309
1418,GIVES,1418e#hinesroger,63310
osmith,FOLLOWS,chavezjennifer,63311
vzamora,GOES_TO,757,63312
holly48,PRESENTS,2447,63313
mallory44,GOES_TO,1756,63314
dbarajas,GOES_TO,1052,63315
2079,GIVES,2079e#jaredgrant,63316
1573,GIVES,1573e#sarah85,63317
1466q1,ASKED_IN,1466,63318
dcallahan,FOLLOWS,gary16,63319
2563,GIVES,2563e#jennifermartin,63320
zwatson,GETS,2714e#zwatson,63321
nbrown,GETS,1061e#nbrown,63322
zachary33,GETS,183e#zachary33,63323
kdunlap,GOES_TO,717,63324
jerrystewart,GOES_TO,2103,63325
ashleyford,GOES_TO,21,63326
edward34,GOES_TO,2534,63327
paulbradley,GETS,628e#paulbradley,63328
ryan63,GETS,1723e#ryan63,63329
brian37,GOES_TO,575,63330
1042,GIVES,1042e#mstevens,63331
richard59,GOES_TO,1898,63332
jjones,GETS,1104e#jjones,63333
1417,GIVES,1417e#brandonbrady,63334
2667,GIVES,2667e#qcoleman,63335
avilaricardo,FOLLOWS,alyssa54,63336
qfuller,GOES_TO,1227,63337
wcarrillo,GETS,1880e#wcarrillo,63338
2042,GIVES,2042e#michaelmorgan,63339
rodneybennett,FOLLOWS,roselopez,63340
1018,GIVES,1018e#mckenzie89,63341
kayla02,GETS,1095e#kayla02,63342
grahamrobin,GOES_TO,1890,63343
max44,GETS,940e#max44,63344
865,GIVES,865e#tbrown,63345
284,GIVES,284e#daniel92,63346
stevenbrown,GOES_TO,91,63347
901,GIVES,901e#martinezdonna,63348
pjones,GOES_TO,125,63349
laurarodriguez,GOES_TO,2506,63350
2651,GIVES,2651e#markwagner,63351
adamwang,PRESENTS,36,63352
snydertravis,GOES_TO,2202,63353
watkinsrobert,GOES_TO,616,63354
2970,GIVES,2970e#ftanner,63355
williamscrystal,GOES_TO,1142,63356
2754,GIVES,2754e#justinromero,63357
john00,GETS,736e#john00,63358
1549,GIVES,1549e#beth22,63359
1,GIVES,1e#michael14,63360
larrypierce,GETS,385e#larrypierce,63361
diamondsmith,FOLLOWS,nsutton,63362
pscott,FOLLOWS,gatesaustin,63363
2531,GIVES,2531e#aaron99,63364
michaelwaller,GETS,2797e#michaelwaller,63365
samuel19,GETS,839e#samuel19,63366
norrisjames,GETS,1920e#norrisjames,63367
1753,GIVES,1753e#hinesroger,63368
lopezdustin,GOES_TO,2242,63369
1742,GIVES,1742e#ashley58,63370
amanda39,GOES_TO,1186,63371
danielschwartz,GOES_TO,567,63372
vcurry,GETS,1231e#vcurry,63373
fuenteschristopher,FOLLOWS,agoodwin,63374
ccalhoun,GOES_TO,996,63375
peckdaisy,GETS,2278e#peckdaisy,63376
foxconnie,FOLLOWS,emartin,63377
423,GIVES,423e#gregorymejia,63378
john81,GOES_TO,2165,63379
glee,GOES_TO,1757,63380
orussell,FOLLOWS,shawn88,63381
thomas45,GOES_TO,2362,63382
anthony37,GETS,1793e#anthony37,63383
vgomez,GETS,2739e#vgomez,63384
robinsongina,PRESENTS,2207,63385
2643,GIVES,2643e#kenneth60,63386
nathan89,GOES_TO,2110,63387
vanessadeleon,GETS,1137e#vanessadeleon,63388
monicawheeler,GOES_TO,320,63389
1964,GIVES,1964e#george95,63390
cmorales,FOLLOWS,mckinneykaren,63391
mayorebecca,GETS,1109e#mayorebecca,63392
854,IN_TYPE,Roundtable,63393
2238,GIVES,2238e#cunninghamelizabeth,63394
sarah89,GOES_TO,1045,63395
carla86,GETS,104e#carla86,63396
jtucker,GETS,2560e#jtucker,63397
garciahannah,GETS,1403e#garciahannah,63398
james63,GETS,656e#james63,63399
qali,GETS,302e#qali,63400
upoole,GOES_TO,1102,63401
2113,GIVES,2113e#alexanderjames,63402
marcus27,GOES_TO,2827,63403
kimberly21,GOES_TO,2149,63404
ortizcharles,FOLLOWS,xmoore,63405
vburgess,GOES_TO,317,63406
ifrench,PRESENTS,1728,63407
david20,GOES_TO,2463,63408
627,GIVES,627e#dhughes,63409
759,GIVES,759e#emclaughlin,63410
scott15,GOES_TO,2461,63411
2749,GIVES,2749e#james38,63412
2921,GIVES,2921e#wjohnson,63413
mooregeorge,FOLLOWS,nathanroberts,63414
michaelburgess,GETS,1241e#michaelburgess,63415
kelly08,GOES_TO,2874,63416
lisa76,GETS,992e#lisa76,63417
htorres,GOES_TO,1178,63418
711,GIVES,711e#matthew32,63419
erinsmith,GOES_TO,576,63420
469,GIVES,469e#durhamshannon,63421
421,GIVES,421e#christinalucero,63422
sschmidt,GETS,1075e#sschmidt,63423
kristinawarren,GETS,753e#kristinawarren,63424
daniel10,FOLLOWS,tabitha72,63425
colemanthomas,GOES_TO,1402,63426
frederick02,GOES_TO,983,63427
ingramamanda,PRESENTS,838,63428
wileynichole,GETS,925e#wileynichole,63429
victorferguson,GETS,2972e#victorferguson,63430
umelton,GETS,2766e#umelton,63431
491,GIVES,491e#crawfordchristine,63432
mary54,GOES_TO,1543,63433
1300,GIVES,1300e#christopher62,63434
819,GIVES,819e#bwilliams,63435
morganjoe,GOES_TO,2693,63436
450,GIVES,450e#patriciablackwell,63437
589,IN_TYPE,Debate,63438
1546,IN_TYPE,Talk,63439
joyhall,GOES_TO,1842,63440
cunninghamcourtney,GOES_TO,350,63441
2024,GIVES,2024e#chadjohnson,63442
natalie15,PRESENTS,2839,63443
hicksjonathan,GETS,1374e#hicksjonathan,63444
allisonlindsey,FOLLOWS,garciaronald,63445
ehurley,GOES_TO,192,63446
todd18,GETS,2503e#todd18,63447
danielford,GETS,2946e#danielford,63448
ylee,GETS,798e#ylee,63449
patrickperez,GOES_TO,2565,63450
944,GIVES,944e#maldonadonancy,63451
feliciawilliams,GETS,2085e#feliciawilliams,63452
1215,GIVES,1215e#portega,63453
sanchezwilliam,GOES_TO,2203,63454
jonathanbishop,FOLLOWS,imiller,63455
cameron76,GETS,1596e#cameron76,63456
jacquelinefry,GETS,2347e#jacquelinefry,63457
derekdeleon,FOLLOWS,melvinsullivan,63458
2115,GIVES,2115e#ronaldshah,63459
shouston,GETS,2578e#shouston,63460
1074,GIVES,1074e#jeromewagner,63461
joneserika,FOLLOWS,tlindsey,63462
1419,GIVES,1419e#jason75,63463
patriciacunningham,GOES_TO,214,63464
derrickgeorge,GETS,1372e#derrickgeorge,63465
joseph93,GOES_TO,2886,63466
tgarcia,GOES_TO,143,63467
lgreen,GOES_TO,677,63468
2420,GIVES,2420e#marianicholson,63469
zmcintyre,GETS,2476e#zmcintyre,63470
1523,GIVES,1523e#derekbrown,63471
936q4,ASKED_IN,936,63472
2478,GIVES,2478e#vpreston,63473
mdaniels,FOLLOWS,vmiller,63474
jessica82,GETS,1433e#jessica82,63475
clarkcarolyn,PRESENTS,2573,63476
anthony97,GOES_TO,1899,63477
john00,PRESENTS,1987,63478
rcarpenter,GOES_TO,2581,63479
2128,GIVES,2128e#carpentertina,63480
sdelgado,GETS,1055e#sdelgado,63481
jamesgibson,GETS,1382e#jamesgibson,63482
971,GIVES,971e#lstephens,63483
1993,GIVES,1993e#rscott,63484
larsenwalter,GOES_TO,1412,63485
246,GIVES,246e#jwilson,63486
2896,GIVES,2896e#paul20,63487
2778,GIVES,2778e#jenniferolson,63488
smithjoshua,GOES_TO,67,63489
2033,GIVES,2033e#maxwelljohn,63490
matthewstephenson,GOES_TO,2027,63491
ryanadams,GOES_TO,2593,63492
harrellderrick,GOES_TO,2032,63493
tina09,GOES_TO,836,63494
crystalhahn,GETS,650e#crystalhahn,63495
glenn67,GETS,900e#glenn67,63496
daniel38,GOES_TO,1646,63497
nmoyer,GETS,1905e#nmoyer,63498
uramos,GETS,1409e#uramos,63499
kimbrittany,GOES_TO,1406,63500
1546,GIVES,1546e#patrick95,63501
oharris,GOES_TO,811,63502
ustanley,FOLLOWS,boothkevin,63503
tuckerlaura,GETS,2386e#tuckerlaura,63504
2747,GIVES,2747e#edward43,63505
468,GIVES,468e#tara36,63506
taylormelissa,FOLLOWS,william70,63507
2295,GIVES,2295e#ryanwilliams,63508
2422,GIVES,2422e#dustin82,63509
2914,GIVES,2914e#roynathan,63510
1282,GIVES,1282e#benjamin06,63511
austinjordan,FOLLOWS,carolynsmith,63512
xhale,GOES_TO,2252,63513
aaguilar,FOLLOWS,millerrachel,63514
heatherbailey,HOSTS,2181,63515
goodwinjulie,GETS,1630e#goodwinjulie,63516
zacharycarter,GETS,2466e#zacharycarter,63517
acampbell,FOLLOWS,holly19,63518
288,IN_TYPE,Roundtable,63519
anna73,GOES_TO,2781,63520
uhill,FOLLOWS,simpsonjames,63521
ewhite,PRESENTS,2599,63522
1158,GIVES,1158e#robleskeith,63523
dominique54,GETS,477e#dominique54,63524
evanbuckley,GOES_TO,383,63525
cherryvictoria,FOLLOWS,angelanguyen,63526
1072,GIVES,1072e#nicole14,63527
andrewdunn,GOES_TO,1680,63528
831,GIVES,831e#qpham,63529
bradleylisa,GOES_TO,1566,63530
2456,GIVES,2456e#bwatts,63531
colediana,GETS,305e#colediana,63532
anitalang,GETS,2985e#anitalang,63533
1152,GIVES,1152e#andrewjacobs,63534
juarezpeter,GETS,1359e#juarezpeter,63535
415,GIVES,415e#clifford28,63536
robert98,GOES_TO,55,63537
utaylor,GOES_TO,1773,63538
brian48,GOES_TO,1612,63539
whitericky,GETS,2003e#whitericky,63540
1443,GIVES,1443e#austincantu,63541
matthewhall,GOES_TO,2039,63542
robertking,FOLLOWS,paul97,63543
397,GIVES,397e#bfreeman,63544
347,GIVES,347e#anthonyanderson,63545
ztorres,GETS,1100e#ztorres,63546
1001,GIVES,1001e#castrotina,63547
swilliams,FOLLOWS,bradleyconrad,63548
vincent87,FOLLOWS,garysmith,63549
kimjoshua,FOLLOWS,andrew85,63550
251,GIVES,251e#cdaniels,63551
nclark,FOLLOWS,acostamark,63552
kelsey95,FOLLOWS,gspencer,63553
gutierrezrebekah,GOES_TO,865,63554
1122,GIVES,1122e#shaun32,63555
150,GIVES,150e#amills,63556
jennifer73,FOLLOWS,ashley66,63557
861q1,ASKED_IN,861,63558
824,GIVES,824e#alewis,63559
jonesmichael,GOES_TO,2928,63560
larry74,GETS,438e#larry74,63561
lewislisa,GETS,623e#lewislisa,63562
bruce69,GOES_TO,1695,63563
tjohnson,GOES_TO,421,63564
hawkinshunter,GOES_TO,1883,63565
alanjohnson,GOES_TO,8,63566
anthonyrandall,GOES_TO,585,63567
llee,FOLLOWS,roy91,63568
hlynn,GETS,249e#hlynn,63569
parkjonathan,GETS,1452e#parkjonathan,63570
2301,GIVES,2301e#qkelley,63571
andrealarson,FOLLOWS,jared40,63572
karen22,PRESENTS,2053,63573
2455,GIVES,2455e#jerryallen,63574
michelle26,FOLLOWS,curtisjustin,63575
2324,GIVES,2324e#lchavez,63576
786,GIVES,786e#ryan20,63577
austinbruce,FOLLOWS,thomashudson,63578
831,GIVES,831e#oescobar,63579
samuelandrews,FOLLOWS,david19,63580
2064,GIVES,2064e#iquinn,63581
fgarcia,FOLLOWS,zmorrison,63582
barbara81,FOLLOWS,scottdavis,63583
alex56,GOES_TO,684,63584
grahamlinda,GETS,1337e#grahamlinda,63585
2298,GIVES,2298e#stephaniewilliams,63586
1319,GIVES,1319e#rose96,63587
wilkersonisaac,FOLLOWS,holly19,63588
patricia52,GOES_TO,1892,63589
2168,GIVES,2168e#tjefferson,63590
crush,PRESENTS,1299,63591
1379,GIVES,1379e#zblankenship,63592
briannapeterson,GOES_TO,2458,63593
montoyabryce,GOES_TO,396,63594
devinford,GOES_TO,2859,63595
yburch,GETS,2959e#yburch,63596
mary54,GETS,1101e#mary54,63597
jonathan01,GETS,143e#jonathan01,63598
2117,GIVES,2117e#hernandezcatherine,63599
sabrinarussell,GOES_TO,24,63600
2532,GIVES,2532e#marthawatkins,63601
66,GIVES,66e#edward34,63602
margaretrose,GETS,2008e#margaretrose,63603
baileygonzalez,GOES_TO,1440,63604
690,GIVES,690e#fuentesjeffrey,63605
966,GIVES,966e#christophercoleman,63606
cochrankaylee,GETS,2256e#cochrankaylee,63607
qbruce,GETS,1376e#qbruce,63608
kelly37,GETS,592e#kelly37,63609
brownandrew,GOES_TO,1240,63610
wardregina,FOLLOWS,vperry,63611
keithsnyder,FOLLOWS,maurice50,63612
pdavis,FOLLOWS,kellypalmer,63613
1506,GIVES,1506e#mitchell16,63614
annettewright,GOES_TO,932,63615
grahamlinda,GOES_TO,1337,63616
1021,GIVES,1021e#robbinszachary,63617
susanlee,FOLLOWS,sarahpaul,63618
deborah74,GETS,1463e#deborah74,63619
kellerwilliam,GOES_TO,2371,63620
kelly04,FOLLOWS,tylerheather,63621
mannsusan,GOES_TO,1744,63622
jared94,GOES_TO,2012,63623
qsanders,GETS,1012e#qsanders,63624
oconway,GETS,1485e#oconway,63625
gilmoremichael,GOES_TO,149,63626
scottashley,FOLLOWS,ashley66,63627
1614,GIVES,1614e#zhenson,63628
williamwebb,GETS,1249e#williamwebb,63629
davidknapp,FOLLOWS,michelle57,63630
owarner,GETS,68e#owarner,63631
guzmanlaura,GETS,2925e#guzmanlaura,63632
2827,GIVES,2827e#marcus27,63633
ethansanchez,GOES_TO,51,63634
nkirk,GETS,2414e#nkirk,63635
1648q1,ASKED_IN,1648,63636
ecruz,GETS,701e#ecruz,63637
monicahart,GOES_TO,2962,63638
darlenegardner,PRESENTS,1545,63639
dgalvan,FOLLOWS,timothy96,63640
elizabeth38,GETS,2871e#elizabeth38,63641
wmorris,GETS,665e#wmorris,63642
628,GIVES,628e#hroberts,63643
timothy18,GETS,2379e#timothy18,63644
mcdowellholly,GOES_TO,2066,63645
536,GIVES,536e#juliekelly,63646
1576,GIVES,1576e#cervanteskimberly,63647
53,GIVES,53e#brookeburgess,63648
austin86,GOES_TO,2640,63649
jordan73,GETS,532e#jordan73,63650
larsenwalter,FOLLOWS,swhite,63651
jerrystewart,GETS,2781e#jerrystewart,63652
wgarcia,PRESENTS,96,63653
gwhite,GOES_TO,510,63654
angelwilliams,GETS,1044e#angelwilliams,63655
jillferrell,GOES_TO,1312,63656
smithamy,FOLLOWS,steven76,63657
806,GIVES,806e#brenda15,63658
alison69,GOES_TO,2670,63659
572,GIVES,572e#sandrajones,63660
qjones,GETS,2677e#qjones,63661
1108,GIVES,1108e#stuartheather,63662
2859,GIVES,2859e#meganrobinson,63663
gibsonderrick,GOES_TO,907,63664
chernandez,GETS,1008e#chernandez,63665
sandra89,FOLLOWS,ashley66,63666
1206,GIVES,1206e#zross,63667
spencer63,FOLLOWS,juliejones,63668
740,GIVES,740e#benjamin80,63669
