event_id,name,description_about,topics_covered,materials_to_bring,start,end,building_and_room,company,speakers_instructors
2419,Event 2419,Laugh fact pretty street between field. Senior central stop another reveal public their food.,"['Aerospace medicine', 'Artificial Intelligence', 'Data modelling', 'Machine Learning', 'Biomaterials']","['itself', 'which', 'choose']",2024/10/12T08:00,2024/10/12T10:00,"06876 Thompson Corners
Port Tiffany, OH 92544",Rogers PLC,"['browningkrystal', 'osummers', 'martinbrian', 'bryan44']"
2420,Event 2420,View right box action lot. Provide bag arm poor. Writer toward standard protect.,"['Integrative medicine', 'Scientific writing', 'Artificial reality', 'Artificial Intelligence']","['public', 'big', 'that']",2024/10/12T14:00,2024/10/12T16:00,"2574 Snyder Plaza
Fergusonfort, OR 62752",Sullivan LLC,"['olsenbrian', 'bjones', 'adamcrosby', 'tyoung', 'kylebanks']"
2421,Event 2421,Quality doctor risk single pretty morning rule. Result foreign mind successful cause position color. Enter mother if on current.,"['Surgery', 'Machine Learning']","['name', 'hair', 'step']",2024/10/09T22:00,2024/10/10T00:00,"985 Nicholas Course
Lake Nicholastown, NV 89098",Garrison-Steele,"['bryan37', 'sclark']"
2422,Event 2422,"Continue surface without skin song.
Avoid myself hold travel. Particular environment professor collection check natural. Fire itself green religious. Could a choice theory.","['3D Modelling', 'Data modelling', 'Genetics', 'Nuclear medicine', 'Psychiatry']","['campaign', 'other', 'camera']",2024/10/09T09:30,2024/10/09T10:30,"USNS Black
FPO AE 26979","Morris, Ramirez and Wright","['swells', 'jillian65', 'melodythomas']"
2423,Event 2423,Could artist cover edge nation. Produce opportunity coach person ten hope popular hold. Carry president against since.,"['Machine Learning', 'Biomedical imaging', 'Aerospace medicine', 'Telecommunications']","['cover', 'third', 'turn']",2024/10/10T22:30,2024/10/11T00:30,"58570 David Flat
New Jennifer, MS 32773",Smith Inc,"['ericbailey', 'wrocha', 'williamrogers', 'dwayne43', 'nicoledunn']"
2424,Event 2424,"Western kind ball blue security wish. Answer half tree pretty large traditional right.
Person purpose finally buy from no.
Public start behavior. Serve sell easy whatever. Ball leg she mother.","['Scientific writing', 'Hardware & robotics', 'Telecommunications', 'Genetics', 'Cleantech']","['unit', 'pretty', 'almost']",2024/10/09T14:30,2024/10/09T15:30,"962 Adrian Club
West Gregoryhaven, OH 89727",Mcpherson-Garcia,"['bevans', 'wesley75']"
2425,Event 2425,"Hear perform sort after. Them behind attack collection plan movement. Mind benefit director.
Wait bill from senior continue try. Interview by poor state which five above.","['Bionic systems', 'Nuclear medicine']","['financial', 'own', 'language']",2024/10/11T23:30,2024/10/12T01:30,"759 Lloyd Squares Apt. 240
Williamsbury, OR 10821",Aguilar Ltd,"['warrenedwin', 'harrisanna', 'johnsonmatthew']"
2426,Event 2426,Big shake store past agree minute. May drug international strong pick. In building safe training fear able enjoy.,"['Data science', 'Integrative medicine']","['should', 'man', 'animal']",2024/10/13T11:00,2024/10/13T13:00,"032 Jacobson Mountains Apt. 221
South Anthony, MS 76914","Harris, Parker and Mccullough","['jennifer19', 'pattersonjustin', 'dyerhaley']"
2427,Event 2427,"Put measure tax there happen. Policy federal line star.
Increase for partner issue special. Player dark impact herself establish. Hope language world.",['Data modelling'],"['able', 'floor', 'big']",2024/10/12T00:00,2024/10/12T02:00,"74539 Davenport Haven
Port Chelseaborough, IN 40061","Lawrence, Bond and Ho","['jamesmyers', 'conwaylindsay', 'angeledwards']"
2428,Event 2428,"Born mind skin heart would. Apply source pattern but popular central range.
Civil writer large possible available. Democratic gas with watch second work story remember.","['Biomaterials', 'Genetics', '3D Modelling']","['study', 'suffer', 'pattern']",2024/10/09T18:30,2024/10/09T20:30,"6702 Matthew Well
Port Lynnborough, ID 43169","Porter, Arias and Price",['johncooke']
2429,Event 2429,"Discover grow middle role. Activity represent tonight billion his ability event. Book yeah church house cultural return front.
During do thought somebody. None side son body how from share.","['Cleantech', '3D Modelling']","['ability', 'increase', 'remain']",2024/10/10T16:00,2024/10/10T18:00,"29907 Todd Course
Kathleenfort, GA 43166",Carter-Perkins,['bgrant']
2430,Event 2430,Country find either so market tonight current. Space course begin pretty available professional. Police body air power common.,"['Cell & Tissue Engineering', 'Virtual reality', 'Ethics']","['lose', 'who', 'life']",2024/10/12T08:30,2024/10/12T09:30,"0643 Gibbs Lodge Suite 968
Stephenport, IA 01641",Williams and Sons,"['martinezmichael', 'laurenjohnson', 'aaronbaker', 'robinsondaniel']"
2431,Event 2431,"Message appear face power.
Lead number again step those pattern. Explain yeah item wonder discussion standard main on. Way describe heavy provide well.","['Scientific writing', 'Artificial reality', 'Data science', 'Ethics', 'Cell & Tissue Engineering']","['nature', 'and', 'process']",2024/10/12T23:30,2024/10/13T01:30,"31742 Karen Points
South Anna, MA 35292","Nunez, Rodriguez and Sullivan",['fcarlson']
2432,Event 2432,"Worry himself about support.
Land fear owner alone. Central as fill firm. Throw often safe too east.
Easy community policy magazine worry.",['Telecommunications'],"['of', 'spring', 'test']",2024/10/10T10:00,2024/10/10T12:00,"4583 Cody Freeway Suite 513
West Amanda, NM 45327","Williams, Miller and Winters",['powellmichael']
2433,Event 2433,"Film democratic beat forget huge set.
Marriage item sign remain girl direction. Through because indicate could talk. Garden for baby leg ok.","['Dentistry', 'Machine Learning', 'Aerospace medicine']","['need', 'participant', 'hold']",2024/10/11T20:00,2024/10/11T21:00,"06868 Jose Ridge
Joefurt, WY 99878",Holt-Carr,"['howardkevin', 'alexisrhodes']"
2434,Event 2434,"Board story space. Couple by relationship.
West military vote difference consider president. Success partner style anything edge. Social book cell product opportunity fear artist sport.","['Virtual reality', 'Scientific writing', 'Artificial Intelligence']","['choice', 'full', 'beautiful']",2024/10/11T18:00,2024/10/11T19:00,"2831 Key Inlet Suite 672
Lake Brittneyfurt, GA 41253","Holland, Lee and House",['nathansmith']
2435,Event 2435,Think article night member cut seem these. Situation market life center war foreign. Peace final actually outside open by.,"['Data modelling', 'Nuclear medicine', 'Hardware & robotics']","['avoid', 'and', 'certainly']",2024/10/11T03:00,2024/10/11T04:00,"3042 Sarah Lakes Apt. 982
Catherinetown, AR 43429",Cook-Roy,"['wmitchell', 'brownandrew']"
2436,Event 2436,"Type either job choose institution fear. Remain value best be represent smile then.
Draw responsibility allow all interview. Party whole director final per.","['Artificial reality', 'Bionic systems', 'Scientific writing']","['turn', 'art', 'manage']",2024/10/11T09:00,2024/10/11T11:00,"6166 Christopher Canyon Apt. 205
West Lisaville, ND 08085",Long PLC,"['karenvalencia', 'antoniohoward']"
2437,Event 2437,Realize chance company beyond surface want fact. Rich enjoy impact order herself better daughter several.,"['3D Modelling', 'Aerospace medicine', 'Neuroscience', 'Scientific writing']","['room', 'war', 'be']",2024/10/09T21:00,2024/10/09T22:00,"98066 Ryan Junctions
South Tina, KY 66206",Smith Ltd,['christopher10']
2438,Event 2438,"Subject official standard only could leader. Decide there skill you southern stand.
Begin difficult simple shake. Learn eat travel rise stand.","['Hardware & robotics', 'Biosignals', 'Artificial reality']","['network', 'compare', 'save']",2024/10/10T21:30,2024/10/10T22:30,"Unit 8326 Box 5440
DPO AE 52458",Underwood-Johnston,"['amy71', 'jeffreyshaw', 'richard59']"
2439,Event 2439,"Audience study other general receive lose feel. Movement member artist.
Far trip green campaign knowledge walk mother. Very management involve lawyer history.","['Artificial Intelligence', 'Epidemics', 'Dentistry', 'Hardware & robotics']","['beat', 'past', 'all']",2024/10/10T11:00,2024/10/10T12:00,"2223 James Streets
New Alan, AS 00878",Mills and Sons,"['valeriebates', 'devon33']"
2440,Event 2440,"End industry also western. Health close industry.
Edge herself where information loss shake. Reduce teach south pull employee mind. Stand baby likely education success him whether around.","['Epidemics', 'Artificial Intelligence', 'Dentistry', 'Neuroscience', 'Biomaterials']","['also', 'pick', 'deep']",2024/10/14T06:30,2024/10/14T08:30,"61314 Anthony Drive Apt. 540
East Jennifermouth, AR 15998",Hampton Inc,"['iward', 'marcus70', 'stevensamy', 'smithmichelle']"
2441,Event 2441,"Hour increase test point. Their address hour along company hospital.
Full should view recent see. Perform because benefit PM lay training.",['Aerospace medicine'],"['score', 'upon', 'sea']",2024/10/12T13:00,2024/10/12T14:00,"20394 Craig Prairie
Port Ericmouth, NE 39127",Clark-Conner,['tbush']
2442,Event 2442,"Ready star international night police. Law child social conference suggest star. Machine me stay collection.
Because character must power center theory interesting. Future sister suffer information.",['Biomaterials'],"['effort', 'best', 'strategy']",2024/10/13T06:30,2024/10/13T08:30,"09156 Norris Motorway
Griffinshire, VA 58289",Graham LLC,['derek43']
2443,Event 2443,Face fly security town senior bag near. Attorney expert finish measure skin difficult book. Doctor hand citizen employee share specific approach.,"['Exoskeletons', 'Surgery', 'Nuclear medicine', 'Data modelling', 'Ethics']","['model', 'rich', 'imagine']",2024/10/13T23:00,2024/10/14T01:00,"5094 Ward Turnpike
Masonport, MS 99046",Burke Ltd,['lbuck']
2444,Event 2444,Deal this hospital quickly morning body. Close three maintain resource theory home appear. Ago chair but age sea trade right radio. Try tend per sister.,"['Cell & Tissue Engineering', 'Exoskeletons', 'Artificial Intelligence', 'Scientific writing', 'Surgery']","['draw', 'party', 'mission']",2024/10/14T01:00,2024/10/14T02:00,"2116 Walker Roads
New Jamesland, HI 94474","Rodriguez, Allen and Cunningham","['chandlermary', 'danielbrown']"
2445,Event 2445,"A politics kind nice then affect. Nearly doctor behind time who.
Member billion hit follow car. This challenge return image hope father. Expect various who.","['Biosignals', 'Cell & Tissue Engineering', 'Bionic systems', 'Virtual reality']","['while', 'very', 'could']",2024/10/13T11:00,2024/10/13T13:00,"8014 Mcguire Underpass Apt. 658
South Robinville, MA 93889",Bryant-Valdez,"['jasminebennett', 'bedwards', 'evansrita']"
2446,Event 2446,"Bed about professional would.
Nor onto alone option you. Special skill explain support enter.
Painting open hospital. High you yourself place dinner wish firm.","['Integrative medicine', 'Artificial Intelligence']","['build', 'value', 'join']",2024/10/11T22:00,2024/10/12T00:00,"4898 Gregory Glens
South Jasonfurt, FM 87954",Andrews and Sons,"['acampbell', 'donnaroberts', 'campbelllisa', 'cynthia23', 'lamrichard']"
2447,Event 2447,"Need question follow rich a agree bit.
People throw you. Appear claim support bag father another participant market. Dream general ten now film state. Again book indeed positive along contain thank.","['Exoskeletons', 'Nuclear medicine', 'Machine Learning']","['weight', 'dinner', 'tell']",2024/10/14T05:30,2024/10/14T07:30,"2894 Lynn Inlet
Michelleport, WA 92594",Williams Group,"['holly48', 'jillsmith', 'uchapman']"
2448,Event 2448,Could indicate capital campaign good. Country run ten at prepare threat science. Though community enjoy reason call resource.,"['Surgery', 'Cell & Tissue Engineering', 'Integrative medicine', 'Bionic systems', '3D Printing']","['senior', 'on', 'too']",2024/10/11T15:30,2024/10/11T16:30,"382 Phillips Prairie Apt. 917
Smithhaven, MH 29230",Olsen-Russell,['ipatton']
2449,Event 2449,Ready one consider debate. Still central bit common particularly relationship best.,"['Exoskeletons', 'Biosignals', '3D Modelling', 'Aerospace medicine', 'Data science']","['somebody', 'leave', 'scientist']",2024/10/09T10:30,2024/10/09T12:30,"09352 Mitchell Station Apt. 294
Danaberg, VA 87519",Nunez-Hoffman,"['lalvarado', 'scott15']"
2450,Event 2450,"Middle especially pattern movie. Against character full rock in structure. Month every true choose whole.
Answer cup with expect be course. To data character present finally.",['Machine Learning'],"['system', 'training', 'today']",2024/10/11T09:00,2024/10/11T11:00,"077 Small Expressway
West Roberthaven, HI 16316",Combs PLC,"['lawrencenatalie', 'jenniferflores', 'lisamcdowell']"
2451,Event 2451,Prepare out market. Benefit talk note open table administration. Once option buy recent system yes now.,"['Psychiatry', 'Cleantech', 'Nuclear medicine']","['visit', 'western', 'husband']",2024/10/10T07:30,2024/10/10T08:30,"44326 Jennifer Station Apt. 004
Tinaville, NM 11871","Irwin, Barajas and Butler","['jeffery96', 'alexanderkendra', 'josephjames', 'edwardslee']"
2452,Event 2452,Media account list customer public answer. Field mean require southern risk kitchen. Teach practice morning seek every community third season. Owner would boy quality how the nearly car.,"['3D Modelling', 'Cleantech', 'Artificial Intelligence', 'Artificial reality']","['during', 'network', 'world']",2024/10/10T11:00,2024/10/10T12:00,"465 Barajas Lodge
Jonesberg, OH 15047",Smith PLC,"['strongjennifer', 'reneemolina', 'leahholmes']"
2453,Event 2453,"Heavy light heart town two along else of. Strong better you simply forward protect which strategy.
Growth plan special process hospital along. Exist structure action five shake perhaps.","['Telecommunications', 'Integrative medicine', 'Machine Learning']","['culture', 'sign', 'often']",2024/10/13T22:30,2024/10/13T23:30,"PSC 4444, Box 0266
APO AP 93565",Cox-Stewart,"['wryan', 'ycarpenter', 'reyeslori']"
2454,Event 2454,"Southern project oil technology able series nearly. Garden stop phone artist study list hair style. Indicate stock position degree church.
Laugh behavior start safe born result occur.","['Ethics', 'Bionic systems', 'Surgery', 'Epidemics', 'Biosignals']","['magazine', 'specific', 'foot']",2024/10/13T19:30,2024/10/13T20:30,"660 Kennedy Passage
Kristamouth, NJ 41664",Gonzalez LLC,['gkennedy']
2455,Event 2455,"Area sure world role. Congress wait push low it. When arrive interest option leader once because.
Them interest training. Never individual lot poor nearly. Skin from the only town different.","['Virtual reality', 'Nuclear medicine']","['stay', 'account', 'miss']",2024/10/12T07:30,2024/10/12T08:30,"9248 Victor Light
Phillipstown, PW 30253",Sanders-Church,"['nelsonrobert', 'margaretyang']"
